gene_id,symbol,HPctrl1,HPctrl2,HPctrl3,HPctrl4,HP1hr1,HP1hr2,HP1hr3,HP1hr4,HP4hr1,HP4hr2,HP4hr3,HP4hr4
ENSMUSG00000055430,Nap1l5,263.1257778,234.6318629,180.3589541,160.8150487,198.1867496,214.5924726,229.5645156,145.6532444,257.2142712,357.1589358,197.1182406,224.1044286
ENSMUSG00000055424,ENSMUSG00000055424,10.19149139,3.724315284,4.684648159,8.825216085,5.886735137,5.768614854,4.501265012,6.696700893,7.40184953,9.682019343,5.356473929,10.03452665
ENSMUSG00000055421,Pcdh9,734.7138795,647.0997807,683.9586312,728.5706168,968.3679301,1227.561241,1012.784628,837.9246992,896.5490243,1034.90029,995.232856,792.7276057
ENSMUSG00000055415,Atp10b,57.44295148,47.48501988,42.16183343,34.32028477,59.84847389,63.4547634,54.01518014,58.59613281,74.0184953,65.62257554,28.92495921,35.12084329
ENSMUSG00000055413,H2-Q5,18.52998435,36.31207402,5.855810199,36.2814439,10.79234775,16.15212159,7.87721377,28.46097879,13.87846787,12.90935912,10.71294786,23.41389553
ENSMUSG00000055409,Nell1,40.76596557,44.69178341,46.84648159,52.95129651,47.0938811,48.45636478,22.50632506,26.78680357,61.06525862,17.21247883,47.13697057,33.44842218
ENSMUSG00000055407,Map6,2785.983147,2680.575926,2304.846894,2782.884805,1842.548098,1349.855876,1590.071865,2440.947475,2225.181015,1529.759056,2181.156184,2486.890189
ENSMUSG00000055401,Fbxo6,663.3734397,723.448244,640.6256357,724.6482985,593.5791263,392.2658101,536.7758526,668.8330016,707.8018613,429.2361909,735.9795178,743.391183
ENSMUSG00000055373,Fut9,1021.002138,823.0736779,1072.784428,1035.492021,1057.65008,1797.500389,1419.023795,1138.439152,1128.782053,1790.097798,977.0208446,1006.797508
ENSMUSG00000055371,Stam2,1976.222831,2296.971452,2430.161232,2272.002852,2754.010922,3344.642893,3203.775372,2264.321989,2441.685114,3122.989128,2513.257567,2333.027447
ENSMUSG00000055370,Gm9968,9.264992175,3.724315284,NA,13.72811391,14.71683784,12.69095268,15.75442754,20.09010268,15.72893025,21.51559854,13.92683221,10.03452665
ENSMUSG00000055368,Slc6a2,9.264992175,5.586472927,2.342324079,7.84463652,7.848980183,6.922337825,NA,11.71922656,3.700924765,6.454679562,4.285179143,6.689684437
ENSMUSG00000055341,Zfp457,24.08897965,16.75941878,17.5674306,15.68927304,17.66020541,18.45956753,28.13290632,15.90466462,25.90647335,77.45615474,11.78424264,25.92252719
ENSMUSG00000055334,Snupn,447.499122,412.4679178,445.0415751,468.7170321,369.8831911,454.5668505,508.6429463,431.9372076,515.3537735,487.3283069,478.8687692,530.9937021
ENSMUSG00000055333,Fat2,3.70599687,9.310788211,4.684648159,9.80579565,17.66020541,16.15212159,4.501265012,5.022525669,11.10277429,2.151559854,17.14071657,11.70694776
ENSMUSG00000055323,ENSMUSG00000055323,28.72147574,42.82962577,25.76556487,38.24260303,5.886735137,20.76701348,13.50379503,9.207963727,17.57939263,13.98513905,21.42589571,29.26736941
ENSMUSG00000055322,Tns1,4893.768867,4885.370574,4552.306848,5897.205504,4833.009548,3721.910304,4190.677726,5449.440351,9151.461712,6710.715184,12305.9632,8353.74344
ENSMUSG00000055320,Tead1,12991.37203,12811.64458,14305.74432,14122.30689,15682.26241,20126.69723,18574.47007,15614.19522,17274.06634,22190.11255,20397.45272,13892.80215
ENSMUSG00000055319,Sec23ip,4116.436023,4278.307183,4902.484298,4143.929242,4728.029438,5365.965537,4987.401633,4278.354783,4856.538523,4939.981425,4161.980243,4127.535297
ENSMUSG00000055313,Pgbd1,120.4448983,121.9713256,128.8278244,138.2617187,108.9046,146.5228173,111.406309,82.03458593,128.6071356,166.7458887,136.0544378,118.7418987
ENSMUSG00000055305,Zfp93,487.3385884,512.0933516,607.8330986,538.3381812,456.2219731,371.4987966,423.1189111,513.9717935,533.8583973,430.3119708,565.6436469,530.9937021
ENSMUSG00000055302,Mrfap1,13373.08971,13054.65615,13120.52833,14653.78102,13334.43621,13165.13282,13466.6596,13150.64638,12963.41422,12438.16752,13097.65005,15443.13652
ENSMUSG00000055301,Adh7,3.70599687,3.724315284,9.369296318,NA,3.924490091,6.922337825,20.25569255,1.674175223,1.850462382,NA,2.142589571,NA
ENSMUSG00000055296,Tmem245,6923.728652,5909.557278,6989.495053,6654.212928,7402.569435,9640.509144,8523.1453,7741.386232,8190.146505,10741.66257,9814.131532,6396.174532
ENSMUSG00000055271,ENSMUSG00000055271,8.338492957,8.37970939,10.54045836,1.96115913,8.830102706,11.53722971,15.75442754,6.696700893,4.626155956,7.530459489,3.213884357,NA
ENSMUSG00000055254,Ntrk2,89643.43179,79669.62149,85580.32373,68399.34697,76261.67258,72235.74893,73779.10949,70418.32115,82028.22172,83003.95182,65140.07945,72432.55824
ENSMUSG00000055240,Zfp101,431.7486354,466.4704894,488.3745706,417.7268947,449.3541155,545.7109652,490.6378863,363.2960234,511.6528487,751.9701689,490.6530119,478.3124372
ENSMUSG00000055239,Kcmf1,2562.696836,2790.443227,2763.942414,2657.370621,2915.896138,3360.795014,3161.013354,2778.293783,2564.740862,3033.699394,2622.529635,2675.037564
ENSMUSG00000055235,Wdr86,11.11799061,20.48373406,4.684648159,39.2231826,9.811225229,6.922337825,15.75442754,6.696700893,12.95323668,17.21247883,14.998127,5.017263327
ENSMUSG00000055216,ENSMUSG00000055216,2.779497652,1.862157642,9.369296318,NA,NA,2.307445942,NA,3.348350446,5.551387147,6.454679562,3.213884357,NA
ENSMUSG00000055214,Pld5,99.13541627,152.6969267,163.9626856,182.3877991,204.0734848,263.0488374,308.3366533,184.1592745,240.5601097,271.0965416,339.6004471,213.2336914
ENSMUSG00000055210,Foxd2,16.67698591,5.586472927,9.369296318,17.65043217,27.47143064,9.229783767,11.25316253,25.11262835,12.95323668,4.303119708,14.998127,21.74147442
ENSMUSG00000055204,Ankrd17,8130.957133,7254.966174,8338.673723,7680.879732,7916.677637,9403.995935,8739.20602,8002.557567,8595.397766,9505.591435,9151.00006,7268.34214
ENSMUSG00000055202,Zfp811,247.3752911,195.5265524,261.1691349,149.0480939,160.9040938,181.1345064,245.3189431,223.5023923,159.1397649,244.2020434,215.3302519,200.6905331
ENSMUSG00000055200,Sertad3,458.6171127,599.6147608,552.7884828,454.9889181,330.6382902,256.1264995,259.9480544,257.8229844,457.9894397,347.4769164,389.951302,538.5195971
ENSMUSG00000055194,Actbl2,5.558995305,7.448630569,NA,NA,NA,NA,2.250632506,NA,NA,2.151559854,NA,NA
ENSMUSG00000055188,Rbm3os,29.64797496,14.89726114,22.25207876,23.53390956,20.60357298,19.6132905,29.25822258,20.92719029,16.65416144,22.59137847,17.14071657,36.7932644
ENSMUSG00000055184,Fam72a,151.9458717,165.7320302,172.1608198,252.0089482,247.2428758,207.6701348,266.6999519,302.1886278,269.2422766,211.9286456,260.3246329,212.3974809
ENSMUSG00000055177,Cstl1,1.852998435,1.862157642,12.88278244,NA,4.905612614,9.229783767,4.501265012,10.88213895,3.700924765,4.303119708,2.142589571,5.017263327
ENSMUSG00000055172,C1ra,953.3676948,1090.2933,1178.189012,1045.297816,1231.308766,1083.34587,1165.827638,1202.05781,1148.211908,1082.234607,1086.292913,1110.487616
ENSMUSG00000055170,Ifng,NA,NA,4.684648159,NA,NA,5.768614854,6.751897517,1.674175223,NA,1.075779927,NA,1.672421109
ENSMUSG00000055159,4930583K01Rik,9.264992175,NA,2.342324079,5.88347739,NA,4.614891883,2.250632506,3.348350446,3.700924765,NA,NA,3.344842218
ENSMUSG00000055150,Zfp78,130.6363897,147.1104537,161.6203615,138.2617187,65.73520903,93.45156064,49.51391513,68.64118415,135.0837539,161.366989,140.3396169,148.0092682
ENSMUSG00000055148,Klf2,324.2747261,321.2221933,224.8631116,346.1445864,680.8990309,653.0072015,578.412554,1108.303998,163.7659208,103.274873,191.7617666,277.6219041
ENSMUSG00000055137,Sugct,403.9536588,330.5329815,358.3755842,318.6883586,315.9214524,372.6525196,378.106261,299.6773649,371.9429389,403.4174726,265.6811069,427.3035934
ENSMUSG00000055134,ENSMUSG00000055134,82.45843036,87.52140919,66.75623627,54.91245564,63.77296399,74.99199311,69.76960768,50.22525669,67.54187696,50.56165657,72.84804543,47.66400161
ENSMUSG00000055128,Cgrrf1,895.9247433,884.5248801,1064.586294,880.5604493,1045.876609,1344.087261,1193.960544,973.5328923,1041.810321,1244.677375,942.7394115,1049.444246
ENSMUSG00000055125,M5C1000I18Rik,1.852998435,NA,4.684648159,0.980579565,1.962245046,2.307445942,NA,1.674175223,1.850462382,2.151559854,NA,NA
ENSMUSG00000055116,Bmal1,870.9092644,1174.090393,1031.793757,1093.346215,1107.687328,1001.431539,1060.04791,969.3474542,1084.370956,878.9122003,1070.223491,809.4518168
ENSMUSG00000055114,Anxa13,NA,0.931078821,2.342324079,4.902897825,NA,4.614891883,2.250632506,1.674175223,6.476618339,2.151559854,NA,6.689684437
ENSMUSG00000055102,Zfp819,68.56094209,83.7970939,65.58507423,54.91245564,78.48980183,84.22177687,72.02024019,67.80409654,42.5606348,11.8335792,34.28143314,52.68126494
ENSMUSG00000055093,Rps27a-ps3,27.79497652,22.34589171,18.73859264,13.72811391,11.77347027,20.76701348,24.75695756,28.46097879,31.4578605,25.81871825,8.570358286,31.77600107
ENSMUSG00000055078,Gabra5,329.8337214,328.6708239,360.7179082,265.7370621,275.6954289,266.5100063,273.4518495,225.1765675,308.1019867,359.3104956,224.971905,260.0614825
ENSMUSG00000055069,Rab39,94.50292018,81.93493626,71.44088442,49.02897825,58.86735137,83.0680539,92.27593274,105.4730391,94.3735815,117.260012,96.41653072,97.83663488
ENSMUSG00000055067,Smyd3,404.880158,376.1558437,391.1681213,299.0767673,392.4490091,388.8046412,364.6024659,426.0775943,381.1952508,355.0073759,376.0244698,355.3894857
ENSMUSG00000055065,Ddx17,29058.72146,28469.59711,28299.95953,26554.09462,29902.65225,33236.45134,31252.28298,29626.20475,29109.62374,33461.05885,29651.29708,27680.24178
ENSMUSG00000055053,Nfic,10065.4875,9929.024548,8612.72564,10450.03642,7708.679662,5692.469138,6437.934283,9135.974193,6981.794569,5148.68273,7162.676937,7295.937089
ENSMUSG00000055048,Gm9962,3.70599687,3.724315284,2.342324079,1.96115913,5.886735137,NA,NA,3.348350446,NA,NA,NA,1.672421109
ENSMUSG00000055045,Gm11190,9.264992175,NA,4.684648159,5.88347739,3.924490091,NA,9.002530023,1.674175223,1.850462382,NA,NA,1.672421109
ENSMUSG00000055044,Pdlim1,1065.4741,1631.250095,1339.809373,1591.480634,1706.172067,1374.084058,1515.800993,1619.764528,1803.275592,1293.087472,1941.186152,1669.076267
ENSMUSG00000055041,Commd5,6.485494522,9.310788211,7.026972238,8.825216085,3.924490091,1.153722971,2.250632506,6.696700893,9.252311912,8.606239416,11.78424264,13.37936887
ENSMUSG00000055033,Or6k2,16.67698591,27.93236463,26.93672691,27.45622782,25.50918559,47.30264181,15.75442754,11.71922656,14.80369906,15.06091898,9.641653072,24.25010608
ENSMUSG00000055027,Smyd1,55.58995305,44.69178341,49.18880567,33.33970521,61.81071894,48.45636478,81.02277021,46.87690625,49.96248433,49.48587664,55.70732886,45.9915805
ENSMUSG00000055026,Gabrg3,752.3173646,592.1661302,605.4907745,433.4161677,396.3734992,477.6413099,450.1265012,358.2734978,475.5688323,636.8617168,276.3940547,362.9153807
ENSMUSG00000055024,Ep300,4121.068519,3901.22026,3916.365861,3687.959744,3299.515044,2985.835049,3258.915868,3790.332705,4094.148021,3745.865706,4565.858377,2886.598834
ENSMUSG00000055022,Cntn1,3935.768676,3215.015169,3648.169754,2935.855218,3545.776798,3619.22896,3625.768967,3176.747486,3045.861081,3497.360543,2772.510905,2863.184939
ENSMUSG00000055015,Gm9961,NA,NA,NA,3.92231826,NA,NA,NA,1.674175223,0.925231191,2.151559854,NA,NA
ENSMUSG00000055013,Agap1,4311.927358,4111.644074,3764.114796,4292.977335,3983.357443,3111.590852,3522.239872,4099.218034,3662.065055,2950.86434,3827.736269,3637.515912
ENSMUSG00000055003,Lrtm2,1097.901573,1239.265911,1034.136081,1314.957197,965.4245625,717.6156879,683.0669655,995.2971702,965.9413636,947.7621157,1233.060298,1193.272461
ENSMUSG00000054999,Naaladl1,101.9149139,86.59033036,98.37761134,59.81535346,108.9046,57.68614854,82.14808646,144.8161568,125.831442,80.68349452,111.4146577,76.93137102
ENSMUSG00000054988,Agtr1b,5.558995305,NA,2.342324079,1.96115913,3.924490091,9.229783767,5.626581265,5.022525669,NA,NA,8.570358286,4.181052773
ENSMUSG00000054986,Sec14l3,20.38298278,12.10402467,21.08091672,13.72811391,15.69796037,20.76701348,9.002530023,6.696700893,11.10277429,8.606239416,3.213884357,10.03452665
ENSMUSG00000054976,Nyap2,NA,NA,5.855810199,3.92231826,NA,NA,7.87721377,6.696700893,11.10277429,4.303119708,2.142589571,15.05178998
ENSMUSG00000054967,Zfp647,206.6093255,256.0466758,170.9896578,266.7176417,127.545928,108.4499593,122.6594716,149.0015949,153.5883777,128.0178113,197.1182406,198.1819014
ENSMUSG00000054966,Lmntd1,30.57447418,42.82962577,36.30602323,27.45622782,37.28265587,18.45956753,9.002530023,35.15767969,35.15878527,19.36403869,40.70920186,18.3966322
ENSMUSG00000054958,Nt5c1a,47.25146009,29.79452228,45.67531955,21.57275043,38.26377839,25.38190536,25.88227382,31.80932924,28.68216693,4.303119708,29.996254,20.06905331
ENSMUSG00000054957,ENSMUSG00000054957,2.779497652,NA,3.513486119,1.96115913,2.943367569,4.614891883,NA,0.837087612,2.775693574,NA,NA,0.836210555
ENSMUSG00000054951,9130008F23Rik,44.47196244,67.03767512,78.46785666,79.42694476,123.6214379,129.2169727,85.52403522,87.89419922,87.89696317,78.53193467,100.7017099,103.6901088
ENSMUSG00000054945,Gm9958,41.69246479,27.00128581,70.26972238,43.14550086,47.0938811,53.07125666,38.2607526,26.78680357,18.50462382,55.9405562,49.27956014,32.61221163
ENSMUSG00000054944,5330416C01Rik,NA,1.862157642,NA,NA,5.886735137,NA,4.501265012,2.511262835,1.850462382,4.303119708,6.427768714,1.672421109
ENSMUSG00000054942,Miga1,2823.969615,2563.259995,2787.365655,2568.137881,2702.011428,3908.813425,3138.507029,2497.032345,2839.534526,4001.901328,2716.803577,2763.675883
ENSMUSG00000054939,Zfp174,264.9787762,229.9764688,275.2230793,286.329233,178.5642992,211.1313037,223.9379343,197.5526763,294.2235188,370.0682949,359.955048,287.6564308
ENSMUSG00000054934,Kcnmb4,1.852998435,NA,8.198134278,10.78637521,1.962245046,4.614891883,1.125316253,NA,0.925231191,6.454679562,3.213884357,2.508631664
ENSMUSG00000054932,Afp,7.41199374,5.586472927,2.342324079,13.72811391,13.73571532,NA,24.75695756,10.04505134,9.252311912,NA,NA,3.344842218
ENSMUSG00000054931,Zkscan4,192.7118372,218.803523,217.8361394,222.5915612,113.8102127,116.5260201,115.9075741,120.5406161,234.0834914,206.549746,217.4728415,194.0008487
ENSMUSG00000054920,Klhl5,5937.006986,5869.520888,5958.872458,5798.166968,5644.397874,5967.055205,5870.774891,5505.525221,5132.257418,5546.721303,5131.502024,5118.444804
ENSMUSG00000054910,4931415C17Rik,94.50292018,80.07277862,133.5124725,53.93187607,74.56531174,61.14731746,40.5113851,71.15244698,78.64465125,75.30459489,53.56473929,52.68126494
ENSMUSG00000054909,Wbscr25,1.852998435,NA,NA,NA,0.981122523,NA,NA,NA,0.925231191,NA,3.213884357,NA
ENSMUSG00000054901,Arhgef33,302.0387449,236.4940206,247.1151904,184.3489582,233.5071604,231.8983171,200.306293,271.2163862,199.8499373,220.534885,259.2533381,207.3802175
ENSMUSG00000054894,Dmac2l,553.1200328,438.5381247,473.1494641,556.9691929,561.2020831,779.9167283,629.0517854,477.1399386,492.2229937,855.2450419,437.0882726,602.0715993
ENSMUSG00000054893,Zfp667,775.479845,666.6524359,843.2366686,713.8619233,510.1837119,623.0104043,580.6631865,431.9372076,720.755098,854.169262,596.7111957,675.6581281
ENSMUSG00000054892,Txk,1.852998435,14.89726114,7.026972238,1.96115913,2.943367569,NA,4.501265012,8.370876116,5.551387147,19.36403869,1.071294786,3.344842218
ENSMUSG00000054890,Or2b7,1.852998435,10.24186703,2.342324079,5.88347739,1.962245046,4.614891883,5.626581265,1.674175223,3.700924765,2.151559854,NA,NA
ENSMUSG00000054889,Dsp,25.94197809,51.20933516,70.26972238,66.67941042,64.75408651,94.60528361,76.5215052,87.0571116,146.1865282,60.24367591,79.27581414,58.53473882
ENSMUSG00000054885,ENSMUSG00000054885,0.926499217,5.586472927,3.513486119,NA,NA,NA,2.250632506,NA,5.551387147,7.530459489,2.142589571,NA
ENSMUSG00000054874,Pcnx3,6113.968336,5953.317982,4954.015428,5528.507587,4571.049834,3337.720555,3957.737262,5575.003493,4685.370752,3327.387314,4511.222343,4265.510039
ENSMUSG00000054871,Tmem158,387.2766729,389.1909472,238.9170561,470.6781912,209.9602199,136.1393106,135.0379503,303.0257154,297.9244436,157.0638693,347.0995106,501.7263327
ENSMUSG00000054863,Tafa5,6462.332042,6328.542747,5790.225124,5927.60347,5480.550413,4284.927114,4950.266197,5682.150707,4781.594796,3797.503142,4359.098483,5032.315117
ENSMUSG00000054855,Rnd1,567.0175211,615.4431008,452.0685473,680.5222181,1197.9506,1018.737383,1071.301073,1469.925846,652.2879898,446.4486697,695.2703159,777.6758157
ENSMUSG00000054850,Smim10l2a,56.51645227,37.24315284,42.16183343,59.81535346,45.13163605,20.76701348,31.50885508,26.78680357,24.05601097,21.51559854,50.35085493,43.48294884
ENSMUSG00000054843,Atrnl1,2964.797496,3328.606786,3364.74854,3700.707278,4021.621221,4520.2866,4251.444804,3799.540669,4287.52134,4669.960663,4526.22047,3754.58539
ENSMUSG00000054836,Elp6,380.7911784,408.7436025,349.0062878,419.6880538,340.4495154,348.4243372,379.2315772,424.4034191,396.924181,319.5066383,415.6623769,497.54528
ENSMUSG00000054823,Nsd3,3709.702867,3587.446698,3656.367888,3290.82502,3484.947201,3934.195331,3851.957534,3805.400282,3830.457132,4123.46446,4193.047791,3367.419903
ENSMUSG00000054822,ENSMUSG00000054822,55.58995305,33.51883756,31.62137507,29.41738695,40.22602344,23.07445942,21.38100881,14.2304894,24.05601097,31.19761788,25.71107486,31.77600107
ENSMUSG00000054814,Usp46,2104.079723,2051.166643,2787.365655,2468.118765,2304.656806,2906.228164,2573.59827,1870.890812,2762.740337,3436.041087,2770.368316,2598.106193
ENSMUSG00000054808,Actn4,19663.09289,23365.42302,19458.85729,24320.33437,23390.94207,17205.47066,20358.09633,26585.90254,21746.63392,14502.5892,25323.26615,21978.95822
ENSMUSG00000054793,Cadm4,18832.02309,19591.76055,16094.10875,20786.32562,16875.30739,10819.61402,12317.7117,19565.24875,15490.2206,11060.09343,16028.71258,23557.72374
ENSMUSG00000054792,Klhl18,899.6307402,875.2140919,920.5333632,892.3274041,847.6898598,680.6965528,769.716317,730.7774849,821.6052978,696.0296127,912.7431575,896.4177145
ENSMUSG00000054779,ENSMUSG00000054779,NA,4.655394106,NA,1.96115913,3.924490091,NA,4.501265012,NA,9.252311912,8.606239416,6.427768714,3.344842218
ENSMUSG00000054770,Kctd18,1090.489579,1024.186703,1109.090452,1064.909408,1058.631202,1206.794228,1172.579536,967.673279,1045.511246,1210.252418,1144.142831,1113.832459
ENSMUSG00000054766,Set,8891.61299,8584.546731,9852.98624,10442.19179,9597.340519,11158.80857,10261.75891,8929.213553,10242.30929,11417.25236,10902.56703,10944.32374
ENSMUSG00000054764,Mtnr1a,1.852998435,1.862157642,NA,3.92231826,NA,6.922337825,NA,6.696700893,NA,19.36403869,2.142589571,1.672421109
ENSMUSG00000054763,Defb42,NA,1.862157642,4.684648159,5.88347739,3.924490091,6.922337825,2.250632506,6.696700893,7.40184953,NA,4.285179143,1.672421109
ENSMUSG00000054757,Akr1c20,NA,7.448630569,14.05394448,1.96115913,1.962245046,6.922337825,9.002530023,NA,1.850462382,2.151559854,2.142589571,NA
ENSMUSG00000054752,Fsd1l,4084.93505,2960.830651,3439.702911,3153.543881,2803.067048,4664.501971,3941.982834,3011.841226,3472.392661,5384.278534,2842.145067,3446.023695
ENSMUSG00000054746,Abca15,NA,1.862157642,NA,NA,1.962245046,2.307445942,NA,NA,1.850462382,NA,2.142589571,5.017263327
ENSMUSG00000054737,Zfp182,438.2341299,394.7774202,507.1131632,375.5619734,456.2219731,582.6301003,535.6505364,411.8471049,552.3630212,612.1187784,536.7186877,382.984434
ENSMUSG00000054733,Msra,657.8144444,709.4820617,756.5706777,668.7552633,720.1439318,717.6156879,606.5454603,737.4741858,655.0636834,605.6640989,729.5517491,780.1844474
ENSMUSG00000054728,Phactr1,1232.243959,1104.259482,1143.054151,1201.209967,1429.495516,1160.645309,1216.466869,1377.009121,1129.707284,1052.112769,971.6643707,917.3229784
ENSMUSG00000054723,Vmac,1029.340631,1223.437571,1109.090452,1143.355773,1039.008752,970.2810185,1036.416269,1051.38204,1246.286415,1041.354969,1117.360462,1066.168457
ENSMUSG00000054720,Lrrc8c,4085.861549,4045.537478,4419.965538,4291.996756,4612.25698,5279.436315,4710.573835,4093.358421,5408.901544,5625.253238,4923.670835,4288.923934
ENSMUSG00000054717,Hmgb2,6479.935527,7864.822802,7281.114401,8953.672008,7613.510777,7232.689304,7070.362017,8098.822642,8019.903965,6616.046551,8312.176243,8808.641982
ENSMUSG00000054716,Zfp771,1297.098904,1170.366078,865.4887474,1264.947639,741.7286273,441.8758978,571.6606565,1171.085569,750.3624961,413.099492,893.4598513,1330.410992
ENSMUSG00000054715,Zscan22,629.0929687,590.3039726,576.2117236,602.0758529,449.3541155,527.2513977,443.3746036,468.7690625,516.2790047,637.9374967,568.8575312,594.5457043
ENSMUSG00000054708,Ankrd24,452.1316181,503.7136422,367.7448805,366.7367573,333.5816578,263.0488374,298.208807,449.5160474,334.9336912,238.8231438,339.6004471,311.9065369
ENSMUSG00000054702,Ap1s3,64.85494522,81.93493626,90.17947706,114.7278091,114.7913352,174.2121686,121.5341553,90.40546205,122.1305172,151.6849697,103.9155942,128.7764254
ENSMUSG00000054693,Adam10,8647.943696,8512.853662,9815.509055,10090.16372,11174.98554,15665.2505,13321.4938,9633.204234,10202.52435,14789.82244,11111.46952,10033.69044
ENSMUSG00000054690,Emcn,3.70599687,1.862157642,4.684648159,7.84463652,37.28265587,32.30424318,40.5113851,6.696700893,27.75693574,15.06091898,32.13884357,6.689684437
ENSMUSG00000054679,Srsf12,99.13541627,85.65925154,77.29669462,74.52404694,183.4699118,154.5988781,149.6670616,92.91672488,115.6538989,124.7904715,93.20264636,104.5263193
ENSMUSG00000054676,1600014C10Rik,924.6462191,1026.048861,1039.991891,1104.13259,987.009258,1136.417126,1049.920064,950.9315267,989.9973746,1141.402503,939.5255271,1171.530987
ENSMUSG00000054675,Tmem119,97.28241784,101.4875915,93.69296318,107.8637521,103.9989874,87.68294579,76.5215052,127.237317,160.9902273,130.1693712,186.4052927,242.5010608
ENSMUSG00000054667,Irs4,12.97098904,24.20804935,7.026972238,7.84463652,17.66020541,34.61168913,22.50632506,10.04505134,7.40184953,6.454679562,8.570358286,5.853473882
ENSMUSG00000054659,Pm20d2,233.4778028,225.3210747,240.0882181,227.4944591,172.677564,193.8254591,267.8252682,195.8785011,213.7284052,218.3833252,152.1238596,179.7852692
ENSMUSG00000054648,Zfp869,1070.106596,945.0450034,1186.387146,1037.45318,1282.327137,1727.123287,1610.327558,1249.771804,1256.463958,1415.726384,1167.711316,1062.823615
ENSMUSG00000054641,Mmrn1,NA,1.862157642,NA,3.92231826,5.886735137,NA,NA,NA,9.252311912,2.151559854,NA,5.017263327
ENSMUSG00000054640,Slc8a1,6573.511948,5896.522174,6229.410889,6186.476475,6236.014755,7088.473933,6738.393722,6322.52273,5755.863241,6329.88909,5760.352063,5160.255332
ENSMUSG00000054630,Ugt2b5,77.82593427,77.27954215,71.44088442,75.5046265,117.7347027,116.5260201,106.905044,82.87167355,116.5791301,130.1693712,47.13697057,115.3970565
ENSMUSG00000054626,Xlr,22.23598122,26.07020699,16.39626856,10.78637521,9.811225229,76.14571608,47.26328262,31.80932924,25.90647335,52.71321642,23.56848529,31.77600107
ENSMUSG00000054622,ENSMUSG00000054622,4.632496087,3.724315284,2.342324079,1.96115913,8.830102706,4.614891883,9.002530023,6.696700893,NA,8.606239416,4.285179143,7.525894991
ENSMUSG00000054619,Tmt1a,2049.416269,1959.920918,1913.678773,1838.586684,1745.416968,1530.990382,1651.964259,1561.168396,1506.276379,1545.895755,1448.39055,1760.223217
ENSMUSG00000054618,ENSMUSG00000054618,10.19149139,3.724315284,NA,15.68927304,4.905612614,13.84467565,5.626581265,11.71922656,13.87846787,10.75779927,12.85553743,7.525894991
ENSMUSG00000054612,Mgmt,441.0136275,555.8540562,536.3922142,636.3961377,631.8429047,508.7918301,582.913819,673.8555273,511.6528487,436.7666503,505.6511389,656.4252853
ENSMUSG00000054611,Kdm2a,6396.550598,6275.471254,6692.019895,6249.233568,5922.055548,5805.533989,5898.907798,5628.5771,6371.141983,6130.869804,6412.770587,5275.652389
ENSMUSG00000054604,Cggbp1,4843.737909,4570.665933,5336.985415,5570.672509,5773.906047,9590.899057,7269.542994,5071.076751,5890.021763,9995.071301,5520.382031,5901.974094
ENSMUSG00000054594,Oscar,8.338492957,15.82833996,21.08091672,17.65043217,3.924490091,48.45636478,46.13796637,25.11262835,12.02800549,32.27339781,21.42589571,8.362105546
ENSMUSG00000054589,Gm9949,45.39846166,57.72688691,28.10788895,60.79593303,90.2632721,55.3787026,72.02024019,75.33788504,58.28956505,58.09211606,64.27768714,46.82779106
ENSMUSG00000054582,Pabpc1l,21.309482,18.62157642,21.08091672,32.35912564,52.98061623,39.22658101,47.26328262,35.9947673,24.05601097,18.28825876,19.28330614,26.75873775
ENSMUSG00000054580,Pla2r1,93.57642097,98.69435504,97.2064493,182.3877991,235.4694055,281.5084049,353.3493034,225.1765675,194.2985502,232.3684642,371.7392907,141.3195837
ENSMUSG00000054556,Gm4876,644.8434554,648.0308595,634.7698255,597.1729551,541.5796326,653.0072015,517.6454763,549.9665608,509.8023864,556.1782222,366.3828167,525.9764388
ENSMUSG00000054555,Adam12,2414.456961,3358.401308,3798.078495,4130.201128,2148.658325,2505.886293,2662.498254,2204.051681,6627.431023,5963.048135,8681.772944,6218.061684
ENSMUSG00000054545,Ugt1a6a,30.57447418,14.89726114,35.13486119,18.63101173,10.79234775,20.76701348,23.63164131,14.2304894,20.35508621,63.47101569,37.4953175,26.75873775
ENSMUSG00000054537,Tmprss11e,NA,NA,NA,NA,NA,2.307445942,2.250632506,NA,NA,2.151559854,NA,1.672421109
ENSMUSG00000054520,Sh3bp2,767.1413521,723.448244,612.5177468,528.5323855,608.2959642,491.4859856,516.5201601,628.6527963,569.9424138,560.4813419,612.7806174,549.3903343
ENSMUSG00000054519,Zfp867,1273.936424,1176.88363,1540.078082,1287.500969,1876.887386,2165.538016,2044.699632,1798.06419,1265.71627,1597.533192,1400.182285,1335.428256
ENSMUSG00000054517,Trim65,335.3927167,319.3600356,320.8983989,377.5231325,189.3566469,183.4419524,245.3189431,197.5526763,297.9244436,254.9598427,281.7505286,329.4669585
ENSMUSG00000054514,Atad3aos,38.91296713,48.4160987,30.45021303,54.91245564,35.32041082,16.15212159,20.25569255,46.87690625,47.18679075,41.95541715,25.71107486,41.81052773
ENSMUSG00000054510,4930440I19Rik,5.558995305,1.862157642,2.342324079,NA,3.924490091,6.922337825,NA,3.348350446,11.10277429,4.303119708,NA,NA
ENSMUSG00000054509,Parp4,1568.563175,1402.204705,1440.529309,1371.830811,1549.192464,1450.229774,1512.425044,1515.128577,1658.939526,1554.501994,1648.722675,1204.979409
